semana_año;producto_idx;tienda_idx;precio_optimo;pedido_optimo_sem1_horizonte;demanda_promedio_sem1_horizonte;shortage_promedio_sem1_horizonte;inventario_inicial_sem1_horizonte;inventario_final_sem1_horizonte
1;0;0;32,69909046376445;0,0;1410,18;0,0;3404,0;1993,8199999998922
1;0;1;38,656140927389934;0,0;1541,835;0,0;4121,0;2579,165
1;1;0;26,632733531396674;0,0;3706,25;0,0;8666,0;4959,75
1;1;1;24,178476242428832;0,0;4560,14;0,0;10096,0;5535,86
1;2;0;42,74660897767687;0,0;1825,64;0,0;5695,0;3869,3599999999997
1;2;1;34,60461021485165;0,0;2017,32;0,0;5021,0;3003,6800000000003
1;3;0;65,77884726993777;0,0;690,8;0,0;2235,0;1544,2
1;3;1;69,57505422015205;0,0;507,75;0,0;1721,0;1213,25
1;4;0;34,81106261997156;0,0;4346,54;0,0;12503,0;8156,46
1;4;1;31,942683142693653;0,0;4083,11;0,0;9719,0;5635,889999999999
1;5;0;60,91119193150371;0,0;1055,76;0,0;3345,0;2289,24
1;5;1;62,129988738783354;0,0;979,185;0,0;3205,0;2225,815
1;6;0;83,78577904626087;0,0;1831,095;0,0;6582,0;4750,905
1;6;1;92,62227803510002;0,0;1630,66;0,0;7579,0;5948,34
1;7;0;59,35290426767189;0,0;1527,93;0,0;5240,0;3712,0699999999997
1;7;1;64,62666825415633;0,0;1652,96;0,0;5087,0;3434,04
1;8;0;41,04552971554332;0,0;2258,095;0,0;6206,0;3947,9049999999997
1;8;1;43,224169059347915;0,0;2063,165;0,0;5817,0;3753,835
1;9;0;23,285591666659954;0,0;4369,28;0,0;10813,0;6443,72
1;9;1;20,039076712880203;0,0;5976,13;0,0;13811,0;7834,87
2;0;0;37,318589578141655;4842,225000000107;1597,035;0,0;1993,8199999998922;5239,009999999999
2;0;1;37,7824685006328;0,0;1925,86;0,0;2579,165;653,3049999999998
2;1;0;26,60538834975497;9617,804999999831;3722,48;0,0;4959,75;10855,074999999835
2;1;1;24,94697295480547;14734,474999999977;5676,82;0,0;5535,86;14593,514999999985
2;2;0;43,915172937049675;0,0;3026,66;0,0;3869,3599999999997;842,7
2;2;1;38,95538440348469;0,0;1867,145;0,0;3003,6800000000003;1136,5350000000003
2;3;0;59,888850651478215;1817,115;929,71;0,0;1544,2;2431,6050000000005
2;3;1;71,34574149882943;0,0;495,04;0,0;1213,25;718,21
2;4;0;29,447103932738116;13441,099999999999;4876,62;0,0;8156,46;16720,94
2;4;1;31,288308496382086;13480,375000000002;6125,085;0,0;5635,889999999999;12991,18
2;5;0;56,803543349730305;0,0;1149,905;0,0;2289,24;1139,3349999999998
2;5;1;67,23184948083964;0,0;1094,105;0,0;2225,815;1131,71
2;6;0;83,42248088282923;0,0;1820,635;0,0;4750,905;2930,2699999999995
2;6;1;86,06785117913195;0,0;2244,075;0,0;5948,34;3704,265
2;7;0;63,20816149002447;0,0;2191,115;0,0;3712,0699999999997;1520,9549999999995
