semana;tienda;producto;demanda_real;inventario_disp;precio_optimo;orden_inv_opt;demanda_insatisfecha;costo_var;costo_fijo;binaria_ordenar;venta;costo_orden;costo_orden_fijo;costo_dem_ins;costo_inv
1;0;0;1997,67;3404,0;25,04175367613254;0,0;0,0;28,792;530,0;0;50025,16;0,0;0,0;0,0;4049,11
1;0;0;2547,33;1406,33;25,04175367613254;0,0;1141,0;28,792;530,0;0;35216,97;0,0;0,0;2857,26;0,0
2;0;0;2780,0;0,0;33,287139414519146;0,0;2780,0;28,792;530,0;0;0,0;0,0;0,0;9253,82;0,0
2;0;0;2732,0;0,0;33,287139414519146;0,0;2732,0;28,792;530,0;0;0,0;0,0;0,0;9094,05;0,0
3;0;0;3104,0;3412,165000000002;36,79608982768558;3412,17;0,0;28,792;530,0;1;114215,06;98243,05;530,0;0,0;887,27
3;0;0;2812,0;3720,3300000000036;36,79608982768558;3412,17;0,0;28,792;530,0;1;103470,6;98243,05;530,0;0,0;2615,26
4;0;0;2459,0;3786,600000000001;40,07964263674016;2878,27;0,0;28,792;530,0;1;98555,84;82871,15;530,0;0,0;3822,43
4;0;0;2986,0;4205,869999999998;40,07964263674016;2878,27;0,0;28,792;530,0;1;119677,81;82871,15;530,0;0,0;3512,25
1;0;1;6193,67;8666,0;28,113309661263685;0,0;0,0;20,792;530,0;0;174124,56;0,0;0,0;0,0;5140,47
1;0;1;4897,0;2472,33;28,113309661263685;0,0;2424,67;20,792;530,0;0;69505,38;0,0;0,0;6816,55;0,0
2;0;1;5398,67;778,65;38,16675284798712;778,65;4620,02;20,792;530,0;1;29718,54;16189,69;530,0;17633,12;0,0
2;0;1;4103,67;778,65;38,16675284798712;778,65;3325,02;20,792;530,0;1;29718,54;16189,69;530,0;12690,52;0,0
3;0;1;5950,0;4906,115;24,28152629112816;4906,11;1043,8850000000002;20,792;530,0;1;119127,96;102007,94;530,0;2534,71;0,0
3;0;1;5640,67;4906,115;24,28152629112816;4906,11;734,5550000000003;20,792;530,0;1;119127,96;102007,94;530,0;1783,61;0,0
4;0;1;5849,67;3746,7650000000017;41,64443148532165;3746,77;2102,9049999999984;20,792;530,0;1;156031,9;77902,74;530,0;8757,43;0,0
4;0;1;3861,33;3746,7650000000017;41,64443148532165;3746,77;114,56499999999824;20,792;530,0;1;156031,9;77902,74;530,0;477,1;0,0
1;0;2;2560,67;5695,0;39,08619368865973;0,0;0,0;31,992;530,0;0;100086,84;0,0;0,0;0,0;10027,35
1;0;2;3067,33;3134,33;39,08619368865973;0,0;0,0;31,992;530,0;0;119890,25;0,0;0,0;0,0;214,35
2;0;2;4008,67;3608,9650000001598;37,38610917378264;3541,97;399,7049999998403;31,992;530,0;1;134925,16;113314,54;530,0;1494,34;0,0
2;0;2;5615,33;3541,9650000001598;37,38610917378264;3541,97;2073,36499999984;31,992;530,0;1;132420,29;113314,54;530,0;7751,51;0,0
3;0;2;3475,67;4255,574999999998;35,516965270479915;4255,57;0,0;31,992;530,0;1;123445,25;136144,36;530,0;0,0;2495,07
3;0;2;4488,0;5035,479999999996;35,516965270479915;4255,57;0,0;31,992;530,0;1;159400,14;136144,36;530,0;0,0;1751,5
4;0;2;2918,33;3204,489999999999;52,75989684340063;2657,01;0,0;31,992;530,0;1;153970,79;85003,06;530,0;0,0;915,48
4;0;2;2712,67;2943,170000000002;52,75989684340063;2657,01;0,0;31,992;530,0;1;143120,19;85003,06;530,0;0,0;737,42
1;0;3;1388,0;2235,0;60,458687177639206;0,0;0,0;52,792;320,0;0;83916,66;0,0;0,0;0,0;4471,48
1;0;3;1692,0;847,0;60,458687177639206;0,0;845,0;52,792;320,0;0;51208,51;0,0;0,0;5108,76;0,0
2;0;3;1641,33;1702,2350000000583;57,29073641157436;1702,24;0,0;52,792;320,0;1;94033,0;89864,39;320,0;0,0;321,53
2;0;3;2229,33;1763,1400000001167;57,29073641157436;1702,24;466,1899999998832;52,792;320,0;1;101011,59;89864,39;320,0;2670,84;0,0
3;0;3;1133,33;1458,8299999999992;87,81399121864318;1458,83;0,0;52,792;320,0;1;99522,23;77014,55;320,0;0,0;1718,38
3;0;3;1293,0;1784,3299999999986;87,81399121864318;1458,83;0,0;52,792;320,0;1;113543,49;77014,55;320,0;0,0;2593,83
4;0;3;2025,67;1624,699999999998;89,67403570444394;1133,37;400,9700000000021;52,792;320,0;1;145693,41;59832,87;320,0;3595,66;0,0
4;0;3;1163,0;1133,3699999999994;89,67403570444394;1133,37;29,630000000000564;52,792;320,0;1;101633,86;59832,87;320,0;265,7;0,0
1;0;4;9096,33;12503,0;30,51659789173863;0,0;0,0;25,592;530,0;0;277589,04;0,0;0,0;0,0;8718,35
1;0;4;7168,33;3406,67;30,51659789173863;0,0;3761,66;25,592;530,0;0;103959,98;0,0;0,0;11479,31;0,0
2;0;4;6842,33;900,0;40,086147514790696;900,0;5942,33;25,592;530,0;1;36077,53;23032,8;530,0;23820,51;0,0
2;0;4;6566,33;900,0;40,086147514790696;900,0;5666,33;25,592;530,0;1;36077,53;23032,8;530,0;22714,13;0,0
3;0;4;8024,0;9164,284675000315;48,01257989601364;9164,28;0,0;25,592;530,0;1;385252,94;234532,37;530,0;0,0;2918,22
3;0;4;8740,0;10304,569350000631;48,01257989601364;9164,28;0,0;25,592;530,0;1;419629,95;234532,37;530,0;0,0;4004,05
4;0;4;3882,67;6831,984350000632;39,06278740148842;5267,42;0,0;25,592;530,0;1;151667,91;134803,68;530,0;0,0;7547,89
4;0;4;5002,0;8216,729350000633;39,06278740148842;5267,42;0,0;25,592;530,0;1;195392,06;134803,68;530,0;0,0;8227,14
1;0;5;1827,67;3345,0;38,9760736852078;0,0;0,0;44,8;530,0;0;71235,4;0,0;0,0;0,0;6797,64
1;0;5;2862,0;1517,33;38,9760736852078;0,0;1344,67;44,8;530,0;0;59139,57;0,0;0,0;5241,0;0,0
2;0;5;1424,0;0,0;58,95483461584062;0,0;1424,0;44,8;530,0;0;0,0;0,0;0,0;8395,17;0,0
2;0;5;2028,33;0,0;58,95483461584062;0,0;2028,33;44,8;530,0;0;0,0;0,0;0,0;11957,99;0,0
3;0;5;2592,67;2138,6700000000005;72,06932939849601;2138,67;453,99999999999955;44,8;530,0;1;154132,51;95812,42;530,0;3271,95;0,0
3;0;5;2300,0;2138,6700000000005;72,06932939849601;2138,67;161,32999999999947;44,8;530,0;1;154132,51;95812,42;530,0;1162,69;0,0
4;0;5;2618,67;1511,16;81,80632055433679;1511,16;1107,51;44,8;530,0;1;123622,44;67699,97;530,0;9060,13;0,0
4;0;5;1614,0;1511,16;81,80632055433679;1511,16;102,83999999999992;44,8;530,0;1;123622,44;67699,97;530,0;841,3;0,0
1;0;6;4147,33;6582,0;102,72408789926848;0,0;0,0;62,993;780,0;0;426030,69;0,0;0,0;0,0;15336,72
1;0;6;3970,0;2434,67;102,72408789926848;0,0;1535,33;62,993;780,0;0;250099,26;0,0;0,0;15771,54;0,0
2;0;6;2833,67;2820,7350000001925;85,2573392095949;2820,74;12,934999999807587;62,993;780,0;1;240488,36;177686,56;780,0;110,28;0,0
2;0;6;5083,67;2820,7350000001925;85,2573392095949;2820,74;2262,9349999998076;62,993;780,0;1;240488,36;177686,56;780,0;19293,18;0,0
3;0;6;3753,67;4008,7650000000017;103,80871247579506;4008,77;0,0;62,993;780,0;1;389663,65;252524,13;780,0;0,0;1606,92
3;0;6;4238,33;4263,860000000003;103,80871247579506;4008,77;0,0;62,993;780,0;1;439975,58;252524,13;780,0;0,0;160,82
4;0;6;3066,33;4369,660000000004;102,63878467813436;4344,13;0,0;62,993;780,0;1;314724,38;273649,78;780,0;0,0;8210,07
4;0;6;4326,33;5647,4600000000055;102,63878467813436;4344,13;0,0;62,993;780,0;1;444049,25;273649,78;780,0;0,0;8322,19
1;0;7;3154,33;5240,0;66,80589878921977;0,0;0,0;46,4925;530,0;0;210727,85;0,0;0,0;0,0;9696,8
1;0;7;2576,67;2085,67;66,80589878921977;0,0;491,0;46,4925;530,0;0;139335,06;0,0;0,0;3280,17;0,0
2;0;7;3754,0;450,0;94,08114945346436;450,0;3304,0;46,4925;530,0;1;42336,52;20921,62;530,0;31084,41;0,0
2;0;7;2502,33;450,0;94,08114945346436;450,0;2052,33;46,4925;530,0;1;42336,52;20921,62;530,0;19308,56;0,0
3;0;7;2175,33;2344,309400000157;81,69546510915953;2344,31;0,0;46,4925;530,0;1;177714,6;108992,8;530,0;0,0;785,63
3;0;7;2618,33;2513,288800000314;81,69546510915953;2344,31;105,04119999968589;46,4925;530,0;1;205324,3;108992,8;530,0;858,14;0,0
4;0;7;3220,0;3752,4250000000006;63,790848584699965;3752,43;0,0;46,4925;530,0;1;205406,53;174459,62;530,0;0,0;2475,38
4;0;7;3792,0;4284,850000000001;63,790848584699965;3752,43;0,0;46,4925;530,0;1;241894,9;174459,62;530,0;0,0;2291,38
1;0;8;3249,33;6206,0;34,498362942125155;0,0;0,0;32,3919;530,0;0;112096,57;0,0;0,0;0,0;9577,22
1;0;8;3365,0;2956,67;34,498362942125155;0,0;408,3299999999999;32,3919;530,0;0;102000,27;0,0;0,0;1408,67;0,0
2;0;8;4150,67;1899,180000000158;50,0925240885022;1899,18;2251,489999999842;32,3919;530,0;1;95134,72;61518,05;530,0;11278,28;0,0
2;0;8;3995,0;1899,180000000158;50,0925240885022;1899,18;2095,819999999842;32,3919;530,0;1;95134,72;61518,05;530,0;10498,49;0,0
3;0;8;4149,0;6621,185;34,70911352698196;6621,19;0,0;32,3919;530,0;1;144008,11;214472,76;530,0;0,0;8007,88
3;0;8;6482,0;9093,37;34,70911352698196;6621,19;0,0;32,3919;530,0;1;224984,47;214472,76;530,0;0,0;8458,72
4;0;8;5579,67;8254,170000000002;44,19596806818001;5642,8;0,0;32,3919;530,0;1;246598,92;182781,01;530,0;0,0;8663,21
4;0;8;5701,0;8317,300000000003;44,19596806818001;5642,8;0,0;32,3919;530,0;1;251961,21;182781,01;530,0;0,0;8474,69
1;0;9;5814,67;10813,0;18,765395303665606;0,0;0,0;17,592;530,0;0;109114,58;0,0;0,0;0,0;8793,06
1;0;9;6266,67;4998,33;18,765395303665606;0,0;1268,3400000000001;17,592;530,0;0;93795,64;0,0;0,0;2380,09;0,0
2;0;9;5458,67;1758,3;25,085116560534484;1758,3;3700,37;17,592;530,0;1;44107,16;30932,01;530,0;9282,42;0,0
2;0;9;5359,33;1758,3;25,085116560534484;1758,3;3601,0299999999997;17,592;530,0;1;44107,16;30932,01;530,0;9033,23;0,0
3;0;9;8144,67;6863,875000000002;23,97162260614754;6863,88;1280,7949999999983;17,592;530,0;1;164538,22;120749,29;530,0;3070,27;0,0
3;0;9;7307,0;6863,875000000002;23,97162260614754;6863,88;443,1249999999982;17,592;530,0;1;164538,22;120749,29;530,0;1062,24;0,0
4;0;9;5519,67;5621,790000000001;26,595473963776573;5621,79;0,0;17,592;530,0;1;146798,24;98898,53;530,0;0,0;179,65
4;0;9;5578,0;5723,910000000002;26,595473963776573;5621,79;0,0;17,592;530,0;1;148349,55;98898,53;530,0;0,0;256,68
1;1;0;2651,0;4121,0;25,724784578897427;0,0;0,0;28,792;530,0;0;68196,4;0,0;0,0;0,0;4232,42
1;1;0;3138,33;1470,0;25,724784578897427;0,0;1668,33;28,792;530,0;0;37815,43;0,0;0,0;4291,74;0,0
2;1;0;3067,67;0,0;35,04263072129639;0,0;3067,67;28,792;530,0;0;0,0;0,0;0,0;10749,92;0,0
2;1;0;3012,0;0,0;35,04263072129639;0,0;3012,0;28,792;530,0;0;0,0;0,0;0,0;10554,84;0,0
3;1;0;2668,0;2460,65;38,15063241749608;2460,65;207,3499999999999;28,792;530,0;1;93875,35;70847,03;530,0;791,05;0,0
3;1;0;2311,0;2460,65;38,15063241749608;2460,65;0,0;28,792;530,0;1;88166,11;70847,03;530,0;0,0;430,87
4;1;0;2295,0;2706,8149999999996;42,652166900826224;2557,16;0,0;28,792;530,0;1;97886,72;73625,89;530,0;0,0;1185,7
4;1;0;2632,0;2968,979999999999;42,652166900826224;2557,16;0,0;28,792;530,0;1;112260,5;73625,89;530,0;0,0;970,23
1;1;1;6237,0;10096,0;30,41306472660877;0,0;0,0;20,792;530,0;0;189686,28;0,0;0,0;0,0;8023,63
